"job_id","company_id","job_title_short","job_title","job_location","job_via","job_schedule_type","job_work_from_home","search_location","job_posted_date","job_no_degree_mention","job_health_insurance","job_country","salary_rate","salary_year_avg","salary_hour_avg"
849226,285340,"Data Engineer","Microsoft Azure Data Engineer","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:28",1,"","Australia","","",""
856750,220688,"Data Engineer","Data Engineer","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-10-20 07:17:30",1,"","Australia","","",""
858793,352,"Business Analyst","Commercial Analyst","Australia","via Trabajo.org","Full-time","","Australia","2023-10-02 07:47:53","","","Australia","","",""
863379,62517,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-16 07:29:13","","","Australia","","",""
864522,264501,"Data Scientist","Spatial Data Scientist Web developer","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-02-24 07:38:45","","","Australia","","",""
865180,7084,"Data Engineer","Azure Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-07-10 07:37:24","","","Australia","","",""
865970,841,"Machine Learning Engineer","Graduate | Machine Learning Engineer","Sydney NSW, Australia","via Hatch","Full-time","","Australia","2023-08-24 07:45:40","","","Australia","","",""
871382,55185,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 07:22:48",1,"","Australia","","",""
873104,55185,"Data Engineer","Data Engineer","Brisbane QLD, Australia","via Troocoo","Contractor","","Australia","2023-03-10 07:24:12",1,"","Australia","","",""
874555,150973,"Data Engineer","Data Engineer","Brisbane QLD, Australia","via Trabajo.org","Full-time","","Australia","2023-10-11 07:12:35","","","Australia","","",""
874959,286186,"Senior Data Analyst","Data and Reporting Team Lead","Australia","via BeBee Australia","Full-time","","Australia","2023-08-02 07:11:41",1,"","Australia","","",""
898158,63513,"Data Analyst","Data Management Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-01-12 07:49:34","","","Australia","","",""
899302,235782,"Data Analyst","Data Analyst","Port Pirie SA, Australia","via LinkedIn","Full-time","","Australia","2023-07-18 07:45:29","","","Australia","","",""
902069,287052,"Data Engineer","Lead Data Engineer","Hobart TAS, Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:28",1,"","Australia","","",""
911281,100144,"Senior Data Engineer","Senior Data Engineer - Driven data platforms","Sydney NSW, Australia","via Ai-Jobs.net","Full-time","","Australia","2023-06-02 07:40:18",1,"","Australia","year","96773.0",""
916573,8428,"Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-12-20 07:16:51","","","Australia","","",""
918657,101271,"Data Analyst","Career Opportunities: Digital Analyst (950256)","Australia","via Jooble","Full-time","","Australia","2023-11-30 07:16:03",1,"","Australia","","",""
924979,64746,"Data Scientist","Data Science Specialist","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-15 07:13:36","","","Australia","","",""
925982,124866,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-21 07:35:21","","","Australia","","",""
932180,135190,"Data Analyst","Principal Data Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-06-23 08:03:21","","","Australia","","",""
932302,42149,"Senior Data Analyst","Senior data analyst","Australia","via Jooble","Full-time","","Australia","2023-06-07 07:58:23","","","Australia","","",""
934054,213782,"Senior Data Engineer","Senior Data Engineer","Brisbane QLD, Australia","via Wellfound","Full-time","","Australia","2023-09-15 07:41:09",1,"","Australia","","",""
935745,16578,"Data Scientist","Data Scientist","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-11-29 07:15:47","","","Australia","year","137500.0",""
939369,288161,"Data Engineer","Azure Data Engineer","Tullamarine VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-05-09 08:02:11",1,"","Australia","","",""
942477,4112,"Software Engineer","Senior Platform Security Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-04-01 07:10:30",1,"","Australia","","",""
946905,220948,"Data Engineer","Data Engineer","Braeside VIC, Australia","via LinkedIn","Full-time","","Australia","2023-06-21 07:14:59","","","Australia","","",""
947984,288401,"Data Analyst","Junior data analyst","Australia","via Jooble","Full-time","","Australia","2023-03-16 07:34:43",1,"","Australia","","",""
951568,72959,"Senior Data Scientist","Senior Cloud Data Specialist","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-09-04 07:21:58",1,"","Australia","","",""
952186,288521,"Data Analyst","HR Reporting Analyst","Australia","via Trabajo.org","Full-time","","Australia","2023-12-09 07:10:19",1,"","Australia","","",""
953083,267924,"Data Analyst","Marketing Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-11-24 07:15:29",1,"","Australia","","",""
959693,11677,"Senior Data Analyst","Senior Data Analyst","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-08-30 07:37:22","","","Australia","","",""
961114,9750,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-01-11 07:29:28","","","Australia","","",""
965243,37139,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-04-11 07:52:58","","","Australia","","",""
965472,132596,"Data Engineer","Data Architect & Engineering Manager","Docklands VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-25 07:19:12","","","Australia","","",""
971453,52615,"Machine Learning Engineer","Lead, Machine Learning Engineer","Melbourne VIC, Australia","via SimplyHired","Full-time","","Australia","2023-09-06 07:39:13","","","Australia","","",""
978122,132059,"Data Engineer","Data Engineer, Video Infrastructure","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-09-04 07:21:42","","","Australia","","",""
979661,21529,"Data Scientist","Data Scientist","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-11-17 07:16:52","","","Australia","","",""
983737,647,"Data Analyst","EL1 Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 07:22:50",1,"","Australia","","",""
988195,69916,"Business Analyst","Business Intelligence Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:07","","","Australia","","",""
988234,128493,"Data Scientist","Rail Data Scientist","Perth WA, Australia","via LinkedIn","Full-time","","Australia","2023-05-03 07:47:06","","","Australia","","",""
993800,10607,"Data Scientist","Data Scientist","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-05-06 07:36:36","","","Australia","","",""
994539,289740,"Data Analyst","Data Entry Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:07","","","Australia","","",""
996924,56954,"Data Analyst","Data Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-11-03 07:11:55","","","Australia","","",""
1011189,19252,"Data Engineer","Data Engineer | Snowflake | DBT","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-07-26 07:19:01",1,"","Australia","","",""
1015593,290340,"Data Analyst","El2 Director Data Analytics, Canberra","Canberra ACT, Australia","via Trabajo.org","Full-time","","Australia","2023-08-27 07:24:16",1,"","Australia","","",""
1019249,129584,"Business Analyst","Commercial Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-01-16 08:05:46",1,"","Australia","","",""
1020482,8691,"Data Scientist","Data Wrangler","Perth WA, Australia","via BeBee Australia","Full-time","","Australia","2023-11-27 07:59:20","","","Australia","","",""
1021549,546,"Data Engineer","Data Support Engineers","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-06-20 07:13:51","","","Australia","","",""
1021938,20302,"Senior Data Engineer","Senior Cyber Security Engineer | Data Protection","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-09-04 07:21:58",1,"","Australia","","",""
1023389,29026,"Software Engineer","Release Engineer","Canberra ACT, Australia","via Peoplebank","Contractor","","Australia","2023-04-18 07:12:43",1,"","Australia","","",""
1023746,38560,"Data Engineer","Data Engineer (Electrical)","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-05-30 07:21:45","","","Australia","","",""
1024835,290584,"Senior Data Analyst","Senior Data Analyst","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-08-28 07:41:28",1,"","Australia","","",""
1030628,103916,"Data Scientist","Statistical Analyst (Data Scientist)","Australia","via Adzuna","Full-time","","Australia","2023-02-14 07:36:00","","","Australia","","",""
1033296,647,"Data Engineer","Data Engineering","Hobart TAS, Australia","via BeBee Australia","Full-time","","Australia","2023-09-30 07:43:46","","","Australia","","",""
1036176,208609,"Data Engineer","Data Engineer","Cannon Hill QLD, Australia","via LinkedIn","Full-time","","Australia","2023-07-13 07:15:50","","","Australia","","",""
1036374,20302,"Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via Macquarie Group - Talentify","Full-time","","Australia","2023-01-13 07:29:00",1,"","Australia","","",""
1038700,256801,"Data Scientist","Data Scientist NMI","Australia","via LinkedIn","Full-time and Part-time","","Australia","2023-11-17 07:16:44","","","Australia","","",""
1040074,13973,"Data Analyst","Data Analyst","Adelaide SA, Australia","via LinkedIn","Full-time","","Australia","2023-07-16 07:17:05",1,"","Australia","","",""
1042649,605,"Data Analyst","Consultant - Data Analyst - Data & AI","Canberra ACT, Australia","via LinkedIn","Full-time","","Australia","2023-01-12 07:49:55","","","Australia","","",""
1044671,2091,"Data Engineer","Data Engineer","Newcastle NSW, Australia","via Startup Jobs","Full-time","","Australia","2023-01-17 07:29:32",1,"","Australia","","",""
1048059,6583,"Data Engineer","Data center customer operations engineer","Sydney NSW, Australia","via Jooble","Full-time","","Australia","2023-06-05 07:42:07","","","Australia","","",""
1048703,291272,"Data Analyst","Report Developer and Data Analyst","Australia","via Joblum Australia","Full-time","","Australia","2023-09-11 07:21:38",1,"","Australia","","",""
1051283,291348,"Data Engineer","20464 Data Warehouse - Engineer PAY RATE $52.20/HR  SUPER","Broadmeadows VIC, Australia","via Adzuna","Full-time","","Australia","2023-07-25 07:19:12",1,"","Australia","","",""
1052787,136885,"Data Engineer","Engineering Data Lead","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-06-28 08:01:45","","","Australia","","",""
1053042,246685,"Data Engineer","Mainframe Data Engineer","Canberra ACT, Australia","via LinkedIn","Contractor and Temp work","","Australia","2023-11-23 07:20:50","","","Australia","","",""
1053208,124232,"Data Analyst","Data Analyst","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-11-03 07:12:03",1,"","Australia","","",""
1054384,14840,"Data Analyst","Data Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-06-01 08:02:34",1,"","Australia","","",""
1056548,291492,"Data Engineer","Data Engineer/Technical Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-10-20 07:17:28","","","Australia","","",""
1064577,291696,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Ethical Jobs","Full-time","","Australia","2023-08-01 07:17:16","","","Australia","","",""
1064594,291698,"Data Analyst","Director Of Data Analytics","Australia","via BeBee Australia","Full-time","","Australia","2023-07-28 07:16:46",1,"","Australia","","",""
1064853,291709,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-20 07:17:14","","","Australia","","",""
1066504,708,"Data Analyst","Data Product Manager","Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-01-21 07:35:38","","","Australia","","",""
1067182,65488,"Software Engineer","Principal Software Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-08-08 07:11:15","","","Australia","","",""
1067751,291796,"Data Engineer","Data Engineer","Osborne Park WA, Australia","via SmartRecruiters Job Search","Full-time","","Australia","2023-10-16 07:32:13",1,"","Australia","","",""
1068580,300,"Senior Data Engineer","Senior Big Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:24",1,"","Australia","","",""
1071469,72220,"Data Engineer","Staff Engineer - Data Design","Sydney NSW, Australia","via Talent.com","Full-time","","Australia","2023-09-19 00:06:16",1,"","Australia","","",""
1072183,51126,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:07",1,"","Australia","","",""
1072368,57801,"Machine Learning Engineer","Cyber Intelligence Technical Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-02-02 07:47:00","","","Australia","","",""
1072666,3807,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-07 07:20:46",1,"","Australia","","",""
1074090,291985,"Data Scientist","Data Science & AI Lead","Richmond VIC, Australia","via LinkedIn","Full-time","","Australia","2023-09-12 07:25:35","","","Australia","","",""
1075374,292028,"Data Engineer","Manager, Data Engineering","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-11-25 07:12:05",1,"","Australia","","",""
1075455,100362,"Software Engineer","Senior Software Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-08-24 07:45:47",1,"","Australia","","",""
1077640,41118,"Cloud Engineer","Senior Operational Support Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-09-30 07:43:46","","","Australia","","",""
1080592,292172,"Data Analyst","Data Insights And Reporting Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:07","","","Australia","","",""
1081668,1398,"Senior Data Engineer","Senior Data engineer","Docklands VIC, Australia","via LinkedIn","Full-time","","Australia","2023-08-07 07:48:36",1,"","Australia","","",""
1082569,18910,"Data Engineer","Data Engineer","McKellar ACT, Australia","via Adzuna","Full-time","","Australia","2023-09-02 08:04:29",1,"","Australia","","",""
1083965,42915,"Data Engineer","Data Engineer - Multiple Positions","Canberra ACT, Australia","via LinkedIn","Full-time","","Australia","2023-12-06 07:13:21",1,"","Australia","","",""
1084326,114930,"Senior Data Engineer","Senior Data Engineer","South Australia, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-07-07 07:21:04",1,"","Australia","","",""
1087002,8069,"Data Engineer","Data Engineer – Tester","Mount Annan NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-04-25 07:11:35",1,"","Australia","","",""
1087370,1595,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-08-31 07:56:44",1,"","Australia","","",""
1087451,292379,"Data Engineer","Data Quality Engineer","Murarrie QLD, Australia","via LinkedIn","Full-time","","Australia","2023-03-29 08:12:34","","","Australia","","",""
1089989,647,"Data Engineer","Data Engineer - python and Argo CD","Sydney NSW, Australia","via Randstad","Contractor","","Australia","2023-04-06 07:12:09",1,"","Australia","","",""
1095108,7723,"Data Engineer","Data Engineer","Australia","via Jooble","Full-time","","Australia","2023-02-09 07:38:33",1,"","Australia","","",""
1096868,292646,"Data Analyst","Digital Engineering Data Analyst","Macquarie Park NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-11-26 07:36:17",1,"","Australia","","",""
1096995,148020,"Data Analyst","Data Analyst/Engineer","Sydney NSW, Australia","via Sirius People","Full-time","","Australia","2023-09-04 07:21:42",1,"","Australia","","",""
1100243,148020,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-11-24 07:15:29",1,"","Australia","","",""
1102262,292804,"Data Engineer","Data Technician","Osborne Park WA, Australia","via Adzuna","Full-time","","Australia","2023-10-20 07:17:36","","","Australia","","",""
1106141,292908,"Senior Data Engineer","Senior Data Engineer","Perth WA, Australia","via LinkedIn","Full-time","","Australia","2023-04-03 07:18:52","","","Australia","","",""
1106418,49794,"Senior Data Engineer","Senior Cloud Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-24 07:22:34","","","Australia","","",""
1107846,20061,"Data Scientist","Data and Visualization Specialist","Australia","via Verse Group","Full-time","","Australia","2023-07-18 07:45:25",1,"","Australia","","",""
1108122,3070,"Cloud Engineer","Senior Cloud Support Engineer - Data Platform","Melbourne VIC, Australia","via Snowflake Careers","Full-time","","Australia","2023-06-01 08:02:40","","","Australia","","",""
1108124,59854,"Data Analyst","Data Analyst","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-11-04 07:32:54","","","Australia","","",""
1109132,3807,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-12-08 07:17:15","","","Australia","","",""
1109532,26970,"Senior Data Analyst","Senior Reporting Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:10",1,"","Australia","","",""
1111752,114930,"Data Engineer","Data Engineer","Parramatta NSW, Australia","via SimplyHired","Full-time","","Australia","2023-08-23 07:25:06",1,"","Australia","","",""
1112635,293087,"Business Analyst","Remuneration Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-11-20 07:14:51",1,"","Australia","","",""
1114626,352,"Data Scientist","Data Modeller","Australia","via Trabajo.org","Full-time","","Australia","2023-10-02 07:47:53",1,"","Australia","","",""
1116814,44461,"Data Engineer","Analyst - Data Engineering","Perth WA, Australia","via Trabajo.org","Full-time","","Australia","2023-12-09 07:10:28",1,"","Australia","","",""
1117431,118613,"Senior Data Engineer","Senior Data Engineer","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-08-11 07:13:22","","","Australia","","",""
1118417,11897,"Data Engineer","Data Engineer","Sydney NSW, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-02-07 07:26:39",1,"","Australia","","",""
1119763,36974,"Cloud Engineer","GCP Cloud Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-08-31 07:56:55",1,"","Australia","","",""
1121664,293384,"Data Engineer","Senior Reservoir Engineer - Data Specialist","Adelaide SA, Australia","via LinkedIn","Full-time","","Australia","2023-06-07 07:58:37","","","Australia","","",""
1122892,88052,"Data Scientist","Associate Analytics Engineer Apac","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:28",1,"","Australia","","",""
1124073,196879,"Data Engineer","Data Engineer","Canberra ACT, Australia","via LinkedIn","Contractor","","Australia","2023-09-01 07:49:35","","","Australia","","",""
1124868,64351,"Senior Data Analyst","Senior Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-17 07:14:25",1,"","Australia","","",""
1125342,29196,"Data Engineer","Data Engineering","Australia","via BeBee Australia","Full-time","","Australia","2023-12-05 07:15:14","","","Australia","","",""
1126310,130299,"Data Engineer","Data Engineer","Canberra ACT, Australia","via Halcyon Knights","Contractor","","Australia","2023-09-04 07:21:39",1,"","Australia","","",""
1127353,46371,"Senior Data Engineer","Senior Full Stack Engineer | Data Analytics | Integrated...","Sydney NSW, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-15 07:12:01",1,"","Australia","","",""
1128704,253274,"Cloud Engineer","Engineering Manager","Osterley NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-12-09 07:10:28","","","Australia","","",""
1130182,605,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-05-29 07:17:43","","","Australia","","",""
1130880,293648,"Data Scientist","Indigenous Cadetship/internship Data Platforms","Sydney NSW, Australia","via BeBee Australia","Internship","","Australia","2023-11-23 07:21:02","","","Australia","","",""
1133568,5347,"Software Engineer","Principal Software Engineer - Data","Sydney NSW, Australia","via Adzuna","Full-time","","Australia","2023-07-12 07:16:39",1,"","Australia","","",""
1134280,41222,"Data Engineer","Azure Data Engineer","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-08-02 07:11:49",1,"","Australia","","",""
1135652,72220,"Business Analyst","Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-08-24 07:45:28","","","Australia","","",""
1135802,293776,"Data Engineer","Principal Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-08-07 07:50:49",1,"","Australia","","",""
1137978,124866,"Data Engineer","GCP Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-21 07:35:24","","","Australia","","",""
1139020,64956,"Data Engineer","Data Engineer","Sydney NSW, Australia","via SimplyHired","Full-time","","Australia","2023-08-07 07:48:36",1,"","Australia","","",""
1142059,293927,"Cloud Engineer","Cloud Platform Engineer","Ultimo NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-08-28 07:41:31",1,"","Australia","","",""
1143245,13973,"Software Engineer","Devops Engineer","Perth WA, Australia","via Trabajo.org","Full-time","","Australia","2023-10-05 07:22:55","","","Australia","","",""
1143891,73381,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-08-18 07:12:03",1,"","Australia","","",""
1147370,66495,"Senior Data Engineer","Senior data engineer with Azure and SSIS","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-09-28 07:58:22",1,"","Australia","","",""
1147524,56371,"Business Analyst","Senior Planning Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-08-02 07:11:41","","","Australia","","",""
1149587,92605,"Data Scientist","Data Developer","Sydney NSW, Australia","via Trabajo.org","Full-time and Contractor","","Australia","2023-11-14 07:36:28",1,"","Australia","","",""
1154896,294284,"Data Engineer","Data Engineer Analyst","Keysborough VIC, Australia","via LinkedIn","Full-time","","Australia","2023-06-05 07:41:59","","","Australia","","",""
1154957,82830,"Senior Data Engineer","Senior Data Engineer (Security)","Australia","via BHP Careers Portal","Full-time","","Australia","2023-11-18 07:32:52","","","Australia","","",""
1155343,41118,"Data Scientist","Data Solution Designer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-09-13 07:18:51",1,"","Australia","","",""
1159194,195537,"Data Engineer","Data Engineer","Adelaide SA, Australia","via Trabajo.org","Full-time","","Australia","2023-12-04 07:17:35",1,"","Australia","","",""
1159816,46999,"Business Analyst","Commercial Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:10",1,"","Australia","","",""
1163529,2852,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-08-15 07:10:36",1,"","Australia","","",""
1164179,294553,"Machine Learning Engineer","AI/ML Engineer","Eveleigh NSW, Australia","via Smart Recruiters Jobs","Full-time","","Australia","2023-03-09 07:20:25","","","Australia","","",""
1167255,1689,"Business Analyst","Sales Analyst","Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-12-14 07:14:09","","","Australia","","",""
1167412,116081,"Senior Data Engineer","Senior Data Engineer","Richmond NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-09-04 07:21:45",1,"","Australia","","",""
1167782,807,"Data Engineer","Electrical Design Engineer, APAC Data Center Design Engineering","North Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-06-30 07:19:48","","","Australia","","",""
1169046,123779,"Senior Data Scientist","Senior Data Developer","Australia","via BeBee Australia","Full-time and Contractor","","Australia","2023-09-29 07:23:27",1,"","Australia","","",""
1170892,73609,"Senior Data Engineer","Senior Azure Data Engineer","Melbourne VIC, Australia","via LinkedIn","Contractor","","Australia","2023-06-30 07:19:36","","","Australia","","",""
1171106,294717,"Senior Data Engineer","Senior data engineer","Sydney NSW, Australia","via Jooble","Full-time","","Australia","2023-02-10 08:17:30",1,"","Australia","","",""
1171413,14840,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-04-26 07:19:31","","","Australia","","",""
1171551,279317,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-06-09 07:21:57","","","Australia","","",""
1174134,294786,"Data Scientist","Data Team Lead","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-06-30 07:19:44","","","Australia","","",""
1174753,22616,"Senior Data Engineer","Senior Data Solution Engineer","New South Wales, Australia","via Paxus","Contractor","","Australia","2023-11-08 07:36:09",1,"","Australia","","",""
1175050,294819,"Data Analyst","Data Analyst/Engineer","Warriewood NSW, Australia","via LinkedIn","Full-time","","Australia","2023-06-29 07:35:56","","","Australia","","",""
1175233,807,"Data Engineer","Data Center Engineering Operations Engineer","New South Wales, Australia","via Jobrapido.com","Full-time","","Australia","2023-09-19 00:06:23","","","Australia","","",""
1177441,92835,"Software Engineer","Support Engineer","North Perth WA, Australia","via BeBee Australia","Full-time","","Australia","2023-07-23 07:54:34","","","Australia","","",""
1180474,276752,"Data Engineer","Data Engineer","Canberra ACT, Australia","via LinkedIn","Contractor","","Australia","2023-09-26 07:22:33","","","Australia","","",""
1183026,101271,"Business Analyst","Transformation Senior Strategy Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-22 07:42:10","","","Australia","","",""
1183048,104170,"Data Engineer","Software Data Engineer","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 07:23:13",1,"","Australia","","",""
1189253,295201,"Senior Data Engineer","Senior Data Engineer","Victoria, Australia","via Empire Group","Full-time","","Australia","2023-11-29 07:15:42",1,"","Australia","","",""
1189773,40707,"Machine Learning Engineer","Machine Learning Engineer","Sydney NSW, Australia","via Startup Jobs","Full-time","","Australia","2023-01-06 07:34:54","","","Australia","","",""
1199014,12147,"Data Engineer","Data Analytics Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-03-17 07:29:00","","","Australia","","",""
1199118,3562,"Cloud Engineer","Senior Security Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-07-22 07:20:19","","","Australia","","",""
1202446,29433,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-06 07:12:09",1,"","Australia","","",""
1203517,295555,"Data Analyst","Data Analyst","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-14 07:17:18",1,"","Australia","","",""
1211267,30023,"Data Engineer","Principal Data Engineer","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-08-24 07:45:40","","","Australia","","",""
1216130,218910,"Business Analyst","Reporting Analyst","Australia","via Trabajo.org","Full-time","","Australia","2023-06-10 07:31:42","","","Australia","","",""
1218250,2091,"Software Engineer","Lead Software Engineer","Newcastle NSW, Australia","via Startup Jobs","Full-time","","Australia","2023-01-25 08:04:59",1,"","Australia","","",""
1222461,296081,"Senior Data Engineer","Senior Data Engineer","Perth WA, Australia","via Trabajo.org","Full-time","","Australia","2023-03-31 07:12:58",1,"","Australia","","",""
1224307,296137,"Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-01-23 07:45:36","","","Australia","","",""
1235575,285340,"Data Engineer","Microsoft Azure Data Engineer","Australia","via LinkedIn","Full-time","","Australia","2023-05-12 08:06:46","","","Australia","","",""
1237135,14840,"Software Engineer","Senior Engineer","Australia","via LinkedIn","Full-time","","Australia","2023-02-14 07:36:08","","","Australia","","",""
1238934,296535,"Data Engineer","Data Engineering Manager","Brisbane QLD, Australia","via BLACKROC","Full-time","","Australia","2023-11-16 07:15:56",1,"","Australia","","",""
1242813,294841,"Machine Learning Engineer","Machine Learning Engineer","Queensland, Australia","via LinkedIn","Contractor","","Australia","2023-05-30 07:21:54","","","Australia","","",""
1244620,162137,"Cloud Engineer","Azure Platform Engineer","Canberra ACT, Australia","via Cleared ICT","","","Australia","2023-07-18 07:45:46",1,"","Australia","","",""
1246943,88,"Senior Data Scientist","Senior Data Scientist","Adelaide SA, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-07-14 07:17:18","","","Australia","","",""
1247280,105039,"Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via LinkedIn","Contractor and Temp work","","Australia","2023-11-09 07:16:25","","","Australia","","",""
1247354,300,"Data Scientist","Data Science Consultant","Brisbane QLD, Australia","via BeBee Australia","Full-time","","Australia","2023-11-23 07:21:00","","","Australia","","",""
